formula,mpids,is_stable,theoretical,band_gap,formation_energy_per_atom,Value,DOI,compound_type,Category_count
Li6Si2O7,mp-27767,False,False,4.995699999999999,-2.742996080333333,4.94,10.1039/c3cp51659h,Silicides,2
SnI2,mp-27194,True,False,1.7061000000000002,-0.7447498127777771,2.4,10.1021/jacs.5b03986,Halides,1
Tl2Hg3Te4,mp-1190100,False,False,0.9897,-0.377375630092595,0.9,10.1021/ic200286t,Chalcogenides,1
Li2In2GeSe6,mp-1191200,False,False,1.5416,-0.9442520171874992,2.3,10.1039/d0cp03521a,Chalcogenides,1
YFeO3,mp-20783,False,False,1.5605,-2.818663723499999,2.375,10.1039/d0ra01375g,Oxides,1
CsYZnSe3,mp-574620,True,False,2.1117,-1.646452730281069,2.35,10.1021/ic800370r,Chalcogenides,1
ZnSeO3,mp-5338,True,False,3.9227,-1.5024296932187502,2.66,10.1007/s10904-020-01615-5,Chalcogenides,2
SrAlSiH,mp-570485,True,False,0.625699999999999,-0.4586405203125,0.63,10.1039/c3ra44248a,Silicides,2
In2Bi3Se7I,mp-1198248,False,False,1.148699999999999,-0.716893375172276,1.5,10.1016/j.jallcom.2006.10.056,Halides,2
LiInSe2,mp-20187,True,False,1.5731000000000002,-1.056964433697915,2.83,10.1007/s00894-014-2528-6,Chalcogenides,1
BaLa4Ti4O15,mp-1228245,False,True,2.8881,-3.71649078763889,3.9,10.1039/c6cp07973c,Oxides,1
CsTbZnTe3,mp-638078,True,False,1.3573,-1.310568081053639,2.12,10.1016/j.jssc.2004.07.017,Chalcogenides,1
SrSnO3,mp-2879,True,False,1.7365,-2.6373586375,4.1,10.1016/j.cej.2009.09.004,Oxides,1
KBaPO4,mp-6812,True,False,4.950299999999999,-3.040540147413266,4.35,10.1007/s10854-015-3745-1,Oxides,1
Ba2SmTaO6,mp-1214622,True,True,3.3634,-3.518325293233334,3.02,10.1039/c6dt04767j,Oxides,1
LiMnBO3,mp-19131,False,False,2.563599999999999,-2.514293998405173,3.05,10.1007/s11581-017-2019-8,Oxides,1
BC2N,mp-629458,False,True,1.661900000000001,-0.192360277291665,1.7000000000000002,10.1016/j.tsf.2010.01.014,Nitrides,2
Ga2Te3,mp-38970,True,True,0.6375000000000001,-0.402236419000001,1.65,10.1039/d0cp00626b,Chalcogenides,1
GeS2,mp-572892,True,False,2.2646,-0.662721194791666,3.71,10.1039/d0na00364f,Chalcogenides,1
Ba2FeBiS5,mp-1202506,False,False,0.625,-1.443725266944444,1.22,10.1021/ja1111095,Chalcogenides,1
Ba2In2Se5,mp-573635,False,False,1.281,-1.515504987089119,2.295,10.1039/c9tc06999b,Chalcogenides,1
La5Ti2CuS5O7,mp-559474,True,False,1.2107,-3.078372617208334,1.9,10.1039/c4cc10297e,Chalcogenides,2
BiSeI,mp-23020,False,False,1.5764,-0.6996693257812511,1.425,10.1039/c5ta09612j,Halides,2
Co2Te3O8,mp-18855,True,False,2.4813,-1.474494457692308,3.6,10.1021/ja034196p,Chalcogenides,2
Au2S,mp-947,True,False,1.9091,-0.118021207604167,1.8,10.1039/b823539b,Chalcogenides,1
LiMnPO4,mp-18997,True,False,3.411499999999999,-2.633428733343891,2.0,10.1039/c2ta01393b,Oxides,1
HgO,mp-1224,True,False,1.1867,-0.635057482500004,2.2,10.1016/j.cej.2009.05.031,Oxides,1
Cs2InAgCl6,mp-1096926,True,True,1.3421,-1.740948753764367,3.3,10.1016/j.comptc.2018.12.007,Halides,1
Sr2P7Cl,mp-1194705,True,False,1.948,-0.8349424483749981,1.9,10.1002/zaac.201500140,Halides,2
MnO,mp-1232659,True,True,1.310499999999998,-2.032569766465519,3.75,10.1016/j.cej.2016.10.067,Oxides,1
Sm2ZrSe5,mp-1198078,True,False,0.8425,-1.966999839414061,1.41,10.1039/c3dt50291k,Chalcogenides,1
Sm2Ti2O7,mp-3335,False,False,2.7306,-3.725298062424243,3.6,10.1039/c4cp00246f,Oxides,1
KPSe6,mp-18625,True,False,1.9067,-0.681722183556918,2.16,10.1039/d0cp03521a,Chalcogenides,1
SiSnO3,mp-776110,False,True,2.6768,-2.5862830018333343,3.1,10.1007/s11082-020-02521-3,Silicides,2
K2TeBr6,mp-22963,True,False,2.336,-1.39301875735185,2.17,10.1021/ja200257a,Halides,2
NdMnO3,mp-20852,True,False,1.898,-2.963478812086206,3.02,10.1038/s41598-019-50393-9,Oxides,1
Cs4PbBr6,mp-23436,True,False,3.682699999999999,-1.87776558260188,3.95,10.1039/c8nr01266k,Halides,1
NaSnP,mp-29529,True,False,0.5826,-0.383468250992062,1.19,10.1039/d0nr03778h,Phosphides,1
Sr2Al2SiO7,mp-1218879,True,True,4.2023,-3.472123711666666,4.11,10.1016/j.optmat.2014.04.037,Silicides,2
KInSnSe4,mp-568379,True,False,1.7413,-0.9416479674345232,1.8,10.1021/ic035273k,Chalcogenides,1
SrCu2GeS4,mp-18685,True,False,1.046299999999999,-1.042533145208333,2.5,10.1021/acs.inorgchem.7b01318,Chalcogenides,1
KCoO2,mp-2423265,False,True,1.3214,-1.4603007874375,1.0,10.1039/c4ra05395h,Oxides,1
Ba2NaReO6,mp-6798,True,False,1.8688,-2.688152365387931,2.45,10.1007/s00894-020-04421-5,Oxides,1
Zn3(PS4)2,mp-30311,False,False,2.431399999999999,-0.5605006970694311,3.13,10.7567/JJAPS.39S1.279,Chalcogenides,1
ZnGeN2,mp-2979,True,False,1.6955,-0.359871936249999,3.2,10.1039/c3ta11192j,Nitrides,1
Ga2S3,mp-539,True,False,1.7106,-0.7969372256875,2.99,10.1016/j.optmat.2018.09.049,Chalcogenides,1
PbS,mp-1057015,False,True,0.5555,-0.7822108212499981,0.7,10.1016/j.cej.2012.07.075,Chalcogenides,1
CsCa2Ta3O10,mp-10347,False,False,2.1798,-3.319276431978449,3.8,10.1039/c0cc05440b,Oxides,1
PdSeO3,mp-545482,True,False,1.0589,-1.032893985468749,2.75,10.1039/c9nr08416a,Chalcogenides,2
CaMg2N2,mp-5795,True,False,1.9968999999999992,-0.929035699999999,3.25,10.1039/c7qi00813a,Nitrides,1
XeF2,mp-22885,True,False,2.686199999999999,-0.783393028333335,3.035,10.1039/c3nr33218g,Halides,1
CdP2,mp-913,True,False,1.4556,-0.181319395734126,0.81,10.1016/S1293-2558(01)01258-4,Phosphides,1
K6Cd4Sn3Se13,mp-6296,False,False,1.4058,-1.005795382268028,2.33,10.1021/ja0474648,Chalcogenides,1
La2S3,mp-7475,True,False,1.0358,-2.507728445187498,2.59,10.1039/c7ee02702h,Chalcogenides,1
RbYS2,mp-999265,True,False,2.3166,-2.091109388124998,4.0,10.1038/srep43179,Chalcogenides,1
LiH,mp-23703,True,False,2.981,-0.489362137708333,2.76,10.1016/j.physb.2004.12.036,Hydrides,1
BaCuTeF,mp-13287,False,False,0.9884,-2.131591924791666,2.65,10.1016/j.tsf.2007.10.073,Halides,2
Ca2Nb2O7,mp-13979,True,False,3.011,-3.297524677045454,2.14,10.1016/j.physb.2018.05.041,Oxides,1
Ca2NiWO6,mp-19114,True,False,2.933,-2.608180873,2.32,10.1039/c6ra26072a,Oxides,1
Sr2SnO4,mp-4287,True,False,2.6531,-2.785275042142856,4.7,10.1039/c8tc04725a,Oxides,1
FeS2,mp-1522,True,False,0.8770000000000001,-0.8468357333333321,0.95,10.1016/j.cej.2012.09.082,Chalcogenides,1
PbI2,mp-567503,True,False,2.4455,-0.9218665316666632,2.32,10.1016/j.matpr.2020.04.074,Halides,1
NiO,mp-19009,True,False,2.300899999999999,-1.218085299999999,3.6,10.1016/j.cej.2018.10.005,Oxides,1
BaGa4Se7,mp-1191072,False,False,1.4955999999999992,-1.145983673033856,2.73,10.1016/j.optmat.2019.109564,Chalcogenides,1
TlP5,mp-27411,True,False,1.184899999999999,-0.044324999146825,2.02,10.1039/c8tc05164j,Phosphides,1
BaSn2S5,mp-1202711,False,False,1.5453,-1.144593454374999,2.335,10.1007/s12648-014-0605-4,Chalcogenides,1
Cd4As2Br3,mp-1203526,True,False,0.9704,-0.6670025541666671,1.825,10.1021/acs.inorgchem.7b00002,Arsenides,2
HNO3,mp-1224772,True,True,3.8657,-0.8903123615,3.75,10.1016/j.tsf.2015.10.047,Oxides,1
Sr2Bi2O5,mp-760510,True,True,2.4829,-2.353507547222223,3.17,10.1016/j.jpcs.2013.11.015,Oxides,1
Na2SbF5,mp-27936,True,False,4.8247,-2.876547361907329,0.6,10.1039/c5tc01687h,Antimonides,2
CO2,mp-995198,False,True,4.2235,-1.450898847499999,2.2,10.1016/j.cej.2017.12.113,Oxides,1
Ba3Sb2S7,mp-1195624,True,False,1.9021999999999992,-1.515530588958332,2.4,10.1016/j.jssc.2014.07.009,Antimonides,2
CsBa2SnS4Cl,mp-1194731,True,False,2.553699999999999,-1.8366005777394632,2.06,10.1002/zaac.201500149,Halides,2
SnBr2,mp-29862,True,False,2.5387,-1.173346578333331,3.45,10.1021/jacs.5b03986,Halides,1
CsGeI3,mp-28377,True,False,0.9905,-1.071458283931036,1.6,10.1016/j.cej.2020.124757,Halides,1
Bi2(MoO4)3,mp-23388,True,False,2.717,-1.8971883242647087,2.77,10.1016/j.cej.2019.123351,Oxides,1
SrCeO3,mp-22428,False,False,2.2817,-3.614131642999999,3.01,10.1007/s10854-019-01963-0,Oxides,1
K3Ta2AsS11,mp-1211748,True,True,1.8918,-1.149100428024509,2.21,10.7567/JJAPS.39S1.279,Arsenides,2
Hg(IO3)2,mp-23407,True,False,2.6932,-0.8044650508333331,2.61,10.1016/j.physb.2013.10.034,Halides,2
In5S5Br,mp-510347,True,False,1.1148999999999991,-0.8211933268939371,1.55,10.1039/d0ta03841e,Halides,2
CsSmCdSe3,mp-510062,True,False,2.0217,-1.5899012977810711,2.46,10.1021/ic800370r,Chalcogenides,1
SrMoO4,mp-18834,True,False,3.8445,-2.664873142499999,3.415,10.1007/s10854-016-4489-2,Oxides,1
PSe,mp-28885,True,False,2.2667,-0.090475402269344,0.94,10.1039/c7py00241f,Chalcogenides,1
BaSnF4,mp-1103397,True,False,3.6599,-3.379662983333332,2.5,10.1007/s00339-013-7767-3,Halides,1
CaZrO3,mp-4571,True,False,3.8263,-3.670175069499999,3.3,10.1016/j.physb.2008.01.025,Oxides,1
Cs3Nb2AsSe11,mp-683903,True,False,0.9588,-1.058520920132163,1.35,10.1021/ic001157v,Arsenides,2
LiNbO2,mp-3924,True,False,1.579499999999999,-2.686382930833336,3.16,10.1038/srep20446,Oxides,1
WO3,mp-2383161,True,True,1.3585,-2.190860606562499,2.7,10.1016/j.cej.2010.12.007,Oxides,1
ReS2,mp-572758,True,False,1.3202,-0.901541504166666,1.47,10.1016/j.tsf.2019.06.007,Chalcogenides,1
Tl2Hg3S4,mp-1188364,True,False,1.579699999999999,-0.42452590824075,2.05,10.1021/ic200286t,Chalcogenides,1
CsMgH3,mp-571020,True,False,2.9535,-0.322898374681035,3.3,10.1016/j.physb.2008.10.060,Hydrides,1
RbInS2,mp-601861,True,False,2.4133,-1.192810585416665,3.05,10.1016/j.jallcom.2006.06.010,Chalcogenides,1
KSbO3,mp-547792,True,False,2.6808,-2.049127173449997,4.76,10.1007/s10973-013-3502-8,Antimonides,2
FeSO4F,mp-1103970,False,False,2.0446,-1.985501948214285,1.5,10.1039/c5ta03744a,Halides,3
CsPbF3,mp-20282,True,False,3.337399999999999,-2.784892366431033,2.55,10.1016/j.mseb.2020.114560,Halides,1
NaRhO2,mp-8830,True,False,1.377399999999999,-1.459174442844828,1.33,10.1038/srep04390,Oxides,1
Bi2O3,mp-23262,True,False,2.194499999999999,-1.641727215000003,2.8,10.1016/j.cej.2011.02.020,Oxides,1
Ba2BiSbO6,mp-23127,True,False,1.6958000000000002,-2.453007172999998,3.0,10.1039/c9tc06919d,Antimonides,2
PrBN2,mp-9028,True,False,2.1062,-1.537683774583333,4.0,10.1016/S1466-6049(01)00006-X,Nitrides,1
GeSe,mp-700,True,False,0.8988,-0.451703091171873,1.1565,10.1016/j.physb.2017.05.054,Chalcogenides,1
YBr3,mp-754815,True,True,3.976499999999999,-2.30537281125,2.5,10.1039/c7tc03003g,Halides,1
As2Se3,mp-909,True,False,1.4466,-0.139482853937499,1.76,10.1016/j.physb.2011.05.012,Arsenides,2
ScCl3,mp-23309,True,False,3.8723,-2.343001440624999,5.0,10.1039/c9nr08719b,Halides,1
ZnSiP2,mp-4763,True,False,1.3641,-0.391656841488096,2.1,10.1039/c5ee02884a,Silicides,2
Li2S,mp-1153,True,False,3.3862,-1.503132669722222,3.3595,10.1039/c2ee23355j,Chalcogenides,1
K3Nb2AsSe11,mp-542545,True,False,1.1802,-1.022161677648897,1.53,10.1021/ic001157v,Arsenides,2
In2Ge2O7,mp-5280,False,False,1.7955,-2.060192433484849,4.43,10.1039/c0cs00126k,Oxides,1
Tl4CdI6,mp-570339,False,False,2.1721,-0.841666844393942,2.815,10.1016/j.matchemphys.2015.08.014,Halides,1
KAg2PS4,mp-12532,True,False,1.2441,-0.721067763153272,3.02,10.1016/j.jssc.2016.04.007,Chalcogenides,1
SbN,mp-1423059,False,True,1.110999999999999,0.222929719999999,2.87,10.1039/c7nr09006d,Antimonides,2
BaAgSbS3,mp-1190401,True,False,1.422899999999999,-1.117579406527777,2.2,10.1021/acs.inorgchem.5b01566,Antimonides,2
Ca2Ta2O7,mp-680380,True,False,3.3532,-3.483381799774892,4.4,10.1007/s10853-016-0005-6,Oxides,1
ScN,mp-1009750,False,True,2.4152,-1.789021039999999,0.92,10.1016/j.physb.2009.12.009,Nitrides,1
La4InSbS9,mp-1196663,True,False,2.2196,-1.907849651361111,2.32,10.1039/C2JM33029F,Antimonides,2
BaTeMo2O9,mp-1203413,False,False,3.0136,-2.150919276858974,3.035,10.1021/ic2004358,Chalcogenides,2
K2Mo4O13,mp-637680,False,False,2.992,-2.059281836289473,1.9,10.1007/s11164-013-1397-4,Oxides,1
Bi2WO6,mp-23480,True,False,1.913999999999999,-1.956552777222222,2.75,10.1016/j.cej.2012.05.032,Oxides,1
SnWO4,mp-17700,False,False,0.9171,-2.020210412916667,1.9,10.1039/c2ra20401k,Oxides,1
Sr2PbO4,mp-20944,True,False,1.3966,-2.4660533835714302,1.75,10.1039/c5ta02349a,Oxides,1
Dy4GaSbS9,mp-1196712,False,False,2.0092,-1.835451649777775,2.58,10.1134/S0020168511010109,Antimonides,2
CsSnCl3,mp-27394,True,False,2.9154,-1.579432963000002,1.4125,10.1039/c9ra10407k,Halides,1
XeF4,mp-23185,True,False,2.8624,-0.8595150519999991,2.6,10.1039/b702109g,Halides,1
BaHgS2,mp-28007,True,False,1.1569,-1.404333458124999,1.93,10.1021/acs.inorgchem.5b00071,Chalcogenides,1
Li2O2,mp-841,True,False,1.974299999999999,-1.650170236666666,4.5,10.1039/c3ee42446d,Oxides,1
AgI,mp-580941,True,False,1.3759,-0.467759898333332,2.775,10.1016/j.cej.2015.05.024,Halides,1
CdTeMoO6,mp-555560,True,False,3.189399999999999,-1.727071637962963,3.25,10.1039/c3tc30151f,Chalcogenides,2
Cs3BiBr6,mp-1112980,False,True,3.4221,-1.697060620896552,3.05,10.1039/d0tc02783a,Halides,1
NaLaMgWO6,mp-1173567,True,True,3.5197000000000003,-2.892416510137931,3.6685,10.1039/c9dt00315k,Oxides,1
Li2Fe(SO4)2,mp-1193501,False,False,4.2848,-2.10040549551282,5.0,10.1039/c6cp02175a,Chalcogenides,2
Nd2Zr2O7,mp-5977,True,False,3.3281,-3.842356440454542,3.75,10.1007/s10562-009-0178-6,Oxides,1
RbMnF3,mp-558749,True,False,2.943699999999999,-3.014906922586206,1.49,10.1007/s10948-019-05158-w,Halides,1
CdSiP2,mp-4666,True,False,1.4257,-0.272582178988093,1.358,10.1007/s13538-016-0455-y,Silicides,2
K2Sn2O3,mp-8624,True,False,1.3022,-1.742462365642854,2.75,10.1038/srep20446,Oxides,1
LiMn2O4,mp-1176656,False,True,1.052299999999999,-2.022560622027914,1.43,10.1016/j.tsf.2005.11.083,Oxides,1
Dy2O3,mp-2345,True,False,3.925499999999999,-4.005045779666665,4.8,10.1016/j.cej.2011.02.051,Oxides,1
In7Te10,mp-669311,True,False,0.8223,-0.458874379411765,1.75,10.1016/S0040-6090(03)00240-2,Chalcogenides,1
SnS,mp-2231,True,False,0.904799999999999,-0.47160018765625,1.3,10.1016/j.optmat.2018.12.016,Chalcogenides,1
Nb3Sb2Te5,mp-569571,True,False,0.844599999999999,-0.644887052833331,0.9,10.1016/j.jssc.2007.10.028,Antimonides,2
GeSe2,mp-540625,True,False,1.7063,-0.5793224153125001,2.03,10.1016/j.optmat.2019.01.043,Chalcogenides,1
LaCoO3,mp-1288145,True,False,0.9497,-2.599926138,2.1,10.1016/j.physb.2012.11.002,Oxides,1
SmBiW2O9,mp-1200917,False,False,2.6689,-2.474325542115385,3.39,10.1039/c1dt10748h,Oxides,1
YN,mp-6913,False,True,0.700499999999999,-1.912152606874999,1.9,10.1021/jacs.5b03986,Nitrides,1
FeP4,mp-570553,True,False,0.8049000000000001,-0.370041921214284,0.88,10.1103/PhysRevB.60.2333,Phosphides,1
NaAsS2,mp-5942,True,False,1.3457,-0.7070754651562491,2.28,10.1021/ic8005629,Arsenides,2
Na4SnS4,mp-29628,True,False,2.078,-1.141544546805556,3.32,10.1007/s10854-020-04424-1,Chalcogenides,1
Ba2NdGaS5,mp-1228486,False,True,1.8105,-1.964321324722222,2.12,10.1021/ic301649p,Chalcogenides,1
Rh2O3,mp-1716,False,False,0.5597000000000001,-1.0714212435,1.2,10.1039/c8cy00583d,Oxides,1
CaV2O6,mp-27624,True,False,2.8812,-2.699767045555556,2.56,10.1039/c5ra10465c,Oxides,1
Dy2S3,mp-1270,True,False,0.593799999999999,-2.379156030187499,2.955,10.1021/jacs.5b03986,Chalcogenides,1
LaZnAsO,mp-549589,True,False,0.5760000000000001,-2.060511224375001,1.5,10.1016/j.tsf.2013.10.135,Arsenides,2
La2GeO5,mp-638261,True,False,4.021000000000001,-3.330141265312501,4.873,10.1016/j.optmat.2018.09.024,Oxides,1
InBi2Se4Br,mp-571169,False,False,1.2945,-0.775952893880208,1.21,10.1016/j.jallcom.2006.10.056,Halides,2
K3Sb,mp-10159,False,False,0.6773,-0.5330957603125,1.4,10.1021/jacs.5b03986,Antimonides,1
K3Ti2P5S18,mp-1211873,True,True,1.1872999999999991,-1.017506236129675,1.61,10.1021/cm050102u,Chalcogenides,2
LaTaN2O,mp-550514,True,False,0.671299999999999,-2.215536883466666,1.9,10.1021/ic4013763,Oxides,2
La2ZrS5,mp-1198687,True,False,1.0739,-2.291879551562502,2.01,10.1039/c3dt50291k,Chalcogenides,1
Li3Sc2(PO4)3,mp-6565,True,False,4.7568,-3.121208874571429,4.681,10.1039/c8cp05942j,Oxides,1
BaWO4,mp-19048,True,False,4.8822,-2.729128477500001,3.2,10.1016/j.optmat.2019.04.026,Oxides,1
Li3PS4,mp-985583,True,True,2.8091,-1.181291934642856,3.68,10.7567/JJAPS.39S1.279,Chalcogenides,1
LaYS3,mp-1200447,True,False,0.7897999999999991,-2.4628581604375,1.9,10.1039/c7ee02702h,Chalcogenides,1
FePO4,mp-753395,True,True,1.3564,-2.351585960357142,2.445,10.1016/j.colsurfa.2020.124561,Oxides,1
BaZnO2,mp-4236,True,False,2.2724,-2.365424036666665,2.2,10.1007/s10765-016-2115-4,Oxides,1
Mn3O4,mp-18759,True,False,0.8134999999999991,-2.050409240541872,2.3,10.1016/j.cej.2020.124997,Oxides,1
CsLu7S11,mp-1202825,True,False,2.031799999999999,-2.327677670332728,1.86,10.1143/JJAP.50.031102,Chalcogenides,1
LaBO3,mp-8216,True,False,4.500700000000001,-3.521145549833336,1.67,10.1016/j.optmat.2019.109487,Oxides,1
TiS2,mp-1216778,False,True,0.7773000000000001,-1.438716037777776,1.12,10.1039/c2cp42949g,Chalcogenides,1
Rb3Bi2I9,mp-29895,True,False,2.4754,-1.177800070535715,2.1,10.1039/c9cc06625j,Halides,1
GeI2,mp-27922,True,False,2.0217,-0.594992870555555,1.5,10.1021/jacs.5b03986,Halides,1
Cs2Pt,mp-13548,True,False,1.6743,-0.069848213333334,1.5,10.1039/c7cp05027e,Others,0
NiWO4,mp-21179,True,False,2.8991,-1.900100025833332,2.9,10.1016/j.matpr.2018.06.610,Oxides,1
NaP,mp-7440,True,False,0.8684000000000001,-0.499863119613094,2.0340000000000003,10.1007/s00894-011-1331-x,Phosphides,1
K2Ag2SnSe4,mp-570887,True,False,0.8472000000000001,-0.8404800391342581,1.8,10.1107/S0108270100010106,Chalcogenides,1
Na2Ta4O11,mp-3285,True,False,3.4629,-3.184666606887761,3.3,10.1039/c5ra24925b,Oxides,1
Tl4HgBr6,mp-27293,False,False,1.831999999999999,-1.049838820984852,1.8,10.1039/c3tc32481h,Halides,1
Sr2Nb2O7,mp-3870,True,False,2.6843999999999992,-3.300364764999999,2.15,10.1039/c2cp23912d,Oxides,1
SrZn2(PO4)2,mp-8810,True,False,4.1385,-2.727579975137362,4.03,10.1007/s10854-020-03552-y,Oxides,1
Ba2ZnTe3,mp-1190380,False,False,1.2922,-1.536545329166665,2.0,10.1016/j.jes.2014.06.051,Chalcogenides,1
Mg2TiO4,mp-757031,True,True,3.4044,-3.2730648479761912,3.55,10.1039/c6ra16284c,Oxides,1
Ga2Se3,mp-1340,True,False,1.043599999999999,-0.700867464437499,2.29,10.1007/s10971-009-1973-7,Chalcogenides,1
PrCrO3,mp-1105822,True,False,2.0419,-3.121656220833332,3.2,10.1016/j.optmat.2020.109742,Oxides,1
Pr2Sn2O7,mp-4394,True,False,2.6358,-2.955287218030299,4.19,10.1039/c5ra26028k,Oxides,1
Cu2S,mp-1225993,False,True,1.2158,-0.149836503020832,1.21,10.1016/j.cej.2013.06.097,Chalcogenides,1
SrFe12O19,mp-3742,False,False,1.140199999999999,-1.731081362812499,1.86,10.1016/j.cej.2013.09.043,Oxides,1
Ba2GaSbSe5,mp-1203387,True,False,1.806699999999999,-1.477086528802083,2.51,10.1016/j.jssc.2012.08.039,Antimonides,2
Li8SiO6,mp-28549,True,False,4.4509,-2.435039187444444,4.745,10.1039/c3cp51659h,Silicides,2
Li2CaGeO4,mp-7611,True,False,4.1135,-2.604269733958333,2.4,10.1016/j.optmat.2014.04.024,Oxides,1
Hf3N4,mp-776470,True,True,1.2648,-1.973946385357144,0.815,10.1039/c7ce00524e,Nitrides,1
LiAlH4,mp-27653,False,False,4.7457,-0.217149126527777,4.67,10.1039/c4ra13974g,Hydrides,1
CsCaH3,mp-644203,False,False,3.1408,-0.497071646999999,3.17,10.1016/j.jssc.2005.12.033,Hydrides,1
SeO2,mp-726,True,False,3.2874,-1.154143574114583,4.77,10.1016/j.optmat.2019.109338,Chalcogenides,2
Ba2SnSe4,mp-1192595,True,False,1.264599999999999,-1.633364205625,1.735,10.1016/j.solidstatesciences.2015.09.013,Chalcogenides,1
K2Ti4O9,mp-1194282,False,False,3.0211,-3.258138655522222,3.4,10.1016/j.cej.2012.07.075,Oxides,1
InSb2S4Cl,mp-556541,True,False,1.552499999999998,-0.7857323302083311,1.8,10.1016/j.jallcom.2006.10.056,Antimonides,3
Sb2O3,mp-2136,True,False,2.2239,-1.751737501999998,3.31,10.1039/c4ra04657a,Antimonides,2
Mg3Sb2,mp-1196139,True,True,1.3212000000000002,-0.428131339249999,0.6499999999999999,10.1039/c5cp07482g,Antimonides,1
Li2SnS3,mp-1190364,False,False,1.419099999999999,-1.131851621527777,2.14,10.1039/c9cp05939c,Chalcogenides,1
Cd4Sb2I3,mp-29044,True,False,1.130599999999999,-0.492905227499999,1.81,10.1021/acs.inorgchem.7b00002,Antimonides,2
Pb3O4,mp-22633,True,False,1.133,-1.44698115428571,2.1100000000000003,10.1039/c2ra21660d,Oxides,1
SrBi2B2O7,mp-558323,False,True,2.8040000000000003,-2.496932166805556,2.57,10.1039/c6ra26752a,Oxides,1
CsSmHgSe3,mp-7212,True,False,1.3625,-1.465415702364405,2.374,10.1103/PhysRevB.65.045205,Chalcogenides,1
SrCrO4,mp-510607,True,False,2.857599999999999,-2.448814325416667,2.4450000000000003,10.1007/s00214-015-1675-x,Oxides,1
LiMgSb,mp-1207082,True,True,1.4438,-0.616211496111109,1.875,10.1016/j.physb.2017.05.041,Antimonides,1
CeVO4,mp-1182128,False,True,0.734,-3.053251684583332,1.8,10.1016/j.cej.2010.01.056,Oxides,1
Li2O,mp-1960,True,False,4.8986,-2.061597913888889,3.24,10.1016/j.physb.2014.07.073,Oxides,1
Ge3N4,mp-672289,True,False,2.064,-0.192592425714287,2.595,10.1039/c6ce01875k,Nitrides,1
Ba3GaAs3,mp-1195592,True,False,0.6858000000000001,-1.00034337125,0.78,10.1016/j.jallcom.2015.10.283,Arsenides,1
Gd4GaSbS9,mp-1199284,False,False,1.518,-1.844329226999997,2.41,10.1134/S0020168511010109,Antimonides,2
Cd4P2Cl3,mp-29746,True,False,1.3826,-0.734202555383597,2.21,10.1002/anie.201900936,Halides,2
Si,mp-149,True,False,0.6105,0.0,1.12,10.1016/j.cej.2020.125641,Silicides,1
Cs3Sb2Cl9,mp-27629,True,False,2.395299999999999,-1.816249709926107,2.07,10.1039/d0nr06138g,Antimonides,2
Cs2TeBr6,mp-23405,True,False,2.1121,-1.456546289553001,2.12,10.1002/1099-0682(200109),Halides,2
K4GeS4,mp-556627,True,False,2.7142,-1.273485641277778,0.8,10.1002/zaac.200700440,Chalcogenides,1
LaCuSeO,mp-552488,True,False,1.5380999999999991,-2.314142779335937,2.148,10.1039/c8qi01402g,Chalcogenides,2
SrGeO3,mp-17464,True,False,3.4179,-2.743115335333333,3.185,10.1039/c6cp05572a,Oxides,1
InSe,mp-22691,False,False,0.6375000000000001,-0.6763020120312461,1.39,10.1016/j.optmat.2006.09.009,Chalcogenides,1
NaInS2,mp-20289,True,False,1.8377,-1.089904453906248,2.585,10.1039/d0cp02241a,Chalcogenides,1
BaAl4Se7,mp-1191234,False,False,2.3933,-1.370573937617186,3.4,10.1039/c2ic90019j,Chalcogenides,1
Rb2Th7Se15,mp-1201494,True,False,1.3442999999999992,-1.99923215000651,1.83,10.1016/j.jssc.2013.06.031,Chalcogenides,1
Cs3Bi2Br9,mp-27544,True,False,2.599599999999999,-1.605951188854681,2.67,10.1039/c8cc01110a,Halides,1
K2TeI6,mp-27688,True,False,1.7449,-1.006003727907404,1.38,10.1021/ja200257a,Halides,2
KAu(IO3)4,mp-557441,True,False,2.1181,-0.916315649291666,2.52,10.1111/jace.13961,Halides,2
KIn(TeO3)2,mp-1195253,True,False,2.8719,-1.765976419724999,4.0,10.1016/j.jallcom.2014.11.039,Chalcogenides,2
AsI3,mp-23218,True,False,2.2375,-0.478643139374998,2.415,10.1021/jacs.5b03986,Arsenides,2
Nd2MnNiO6,mp-18899,True,False,1.457199999999999,-2.780404253293103,1.02,10.1016/j.jssc.2004.03.031,Oxides,1
Ho2O3,mp-812,True,False,3.9457999999999993,-4.027559444749998,2.84,10.1021/jacs.5b03986,Oxides,1
HCO,mp-995234,False,True,4.3277,-0.8765096791071431,3.26,10.1039/c5ra24323h,Oxides,1
Cs2Hg6S7,mp-17905,True,False,0.6230999999999991,-0.627765574120692,1.63,10.1007/s13391-018-0033-2,Chalcogenides,1
Mn2V2O7,mp-19142,True,False,1.204,-2.32008509916928,1.8,10.1039/d0nr02325f,Oxides,1
NaSbSe2,mp-1220879,True,True,0.6374999999999991,-0.727243492031249,1.48,10.1039/c7ra06938c,Antimonides,2
Li3GaN2,mp-3887,True,False,2.738699999999999,-0.70524114625,4.275,10.1016/j.physb.2010.02.033,Nitrides,1
TlGaTe2,mp-3785,True,False,0.5555999999999991,-0.578234344791667,0.95,10.1039/c8tc03492c,Chalcogenides,1
